temperature,humidity,gsr,pulse,label
23.8,56.0,342,4067,çok stresli
23.8,56.0,22,4063,çok stresli
23.8,56.0,310,4053,çok stresli
23.8,56.0,16,4063,çok stresli
23.8,58.0,310,4061,çok stresli
23.8,58.0,16,4064,çok stresli
23.8,61.0,311,4067,çok stresli
23.8,61.0,16,4064,çok stresli
23.8,64.0,307,4062,çok stresli
23.8,64.0,7,4069,çok stresli
23.8,67.0,305,4062,çok stresli
23.8,67.0,16,4068,çok stresli
23.8,69.0,307,4067,çok stresli
23.8,69.0,18,4080,çok stresli
23.8,71.0,307,4062,çok stresli
23.8,71.0,15,4076,çok stresli
24.1,72.0,304,4071,çok stresli
24.1,72.0,16,4075,çok stresli
24.1,73.0,315,4061,çok stresli
24.1,73.0,15,4073,çok stresli
24.1,74.0,313,4063,çok stresli
24.1,74.0,21,4067,çok stresli
24.1,76.0,304,4075,çok stresli
24.1,76.0,21,4085,çok stresli
24.1,77.0,303,4077,çok stresli
24.1,77.0,14,4067,çok stresli
24.1,78.0,302,4073,çok stresli
24.1,78.0,16,4069,çok stresli
24.1,79.0,304,4073,çok stresli
24.1,79.0,16,4080,çok stresli
24.1,80.0,311,4080,çok stresli
24.1,80.0,17,4070,çok stresli
24.1,81.0,304,4075,çok stresli
24.1,81.0,14,4068,çok stresli
24.1,81.0,314,4067,çok stresli
24.1,81.0,14,4073,çok stresli
24.1,82.0,304,4054,çok stresli
24.1,82.0,17,4080,çok stresli
24.1,83.0,309,4064,çok stresli
24.1,83.0,16,4063,çok stresli
24.1,84.0,304,3970,çok stresli
24.1,84.0,12,4028,çok stresli
24.1,85.0,306,4034,çok stresli
24.1,85.0,11,4034,çok stresli
24.1,85.0,304,4070,çok stresli
24.1,85.0,16,4050,çok stresli
24.1,85.0,300,3413,çok stresli
24.1,85.0,11,3502,çok stresli
23.8,58.0,246,2698,çok stresli
23.8,58.0,42,3966,çok stresli
23.8,58.0,325,4025,çok stresli
23.8,58.0,34,4030,çok stresli
23.8,58.0,303,4027,çok stresli
23.8,58.0,25,4022,çok stresli
23.8,61.0,285,3927,çok stresli
23.8,61.0,23,4002,çok stresli
23.8,64.0,298,4001,çok stresli
23.8,64.0,32,4000,çok stresli
23.8,68.0,287,4011,çok stresli
23.8,68.0,51,3941,çok stresli
23.8,70.0,304,4002,çok stresli
23.8,70.0,19,3985,çok stresli
23.8,72.0,304,4033,çok stresli
23.8,72.0,30,4051,çok stresli
24.1,73.0,303,4043,çok stresli
24.1,73.0,30,4062,çok stresli
24.1,74.0,295,4049,çok stresli
24.1,74.0,32,4061,çok stresli
24.1,76.0,299,4052,çok stresli
24.1,76.0,33,4048,çok stresli
24.1,77.0,287,4051,çok stresli
24.1,77.0,32,4065,çok stresli
24.1,79.0,295,4048,çok stresli
24.1,79.0,22,4048,çok stresli
24.1,80.0,301,4060,çok stresli
24.1,80.0,25,4061,çok stresli
24.1,81.0,303,4063,çok stresli
24.1,81.0,25,4054,çok stresli
24.5,81.0,294,4059,çok stresli
24.5,81.0,22,4053,çok stresli
24.5,82.0,291,4048,çok stresli
24.5,82.0,21,4053,çok stresli
24.5,84.0,294,4058,çok stresli
24.5,84.0,29,4060,çok stresli
24.5,84.0,289,4064,çok stresli
24.5,84.0,27,4065,çok stresli
24.5,85.0,301,4050,çok stresli
24.5,85.0,16,4002,çok stresli
24.5,85.0,299,4032,çok stresli
24.5,85.0,38,4017,çok stresli
24.5,86.0,302,4053,çok stresli
24.5,86.0,29,4048,çok stresli
24.5,87.0,302,4048,çok stresli
24.5,87.0,20,4061,çok stresli
24.5,88.0,293,4048,çok stresli
24.5,88.0,29,4051,çok stresli
24.8,88.0,295,4064,çok stresli
24.8,88.0,22,4063,çok stresli
24.8,89.0,297,4059,çok stresli
24.8,89.0,20,4059,çok stresli
24.8,89.0,295,4043,çok stresli
24.8,89.0,25,4054,çok stresli
24.8,89.0,296,4059,çok stresli
24.8,89.0,20,4049,çok stresli
24.8,89.0,299,4067,çok stresli
24.8,89.0,21,4079,çok stresli
24.8,89.0,297,4075,çok stresli
24.8,89.0,16,4076,çok stresli
28.9,98.0,224,2611,stresli
28.9,98.0,99,3326,stresli
28.9,98.0,167,264,stresli
28.9,98.0,0,2355,stresli
28.9,98.0,289,2134,stresli
28.9,98.0,9,3307,stresli
28.9,98.0,320,4095,stresli
28.9,98.0,0,4095,stresli
29.0,98.0,306,4095,stresli
29.0,98.0,17,4095,stresli
29.3,98.0,321,4095,stresli
29.3,98.0,17,4095,stresli
29.3,98.0,321,4095,stresli
29.3,98.0,18,4095,stresli
29.3,98.0,322,4095,stresli
29.3,98.0,17,4095,stresli
29.3,98.0,323,4095,stresli
29.3,98.0,14,4095,stresli
29.3,98.0,322,4095,stresli
29.3,98.0,18,4095,stresli
29.3,98.0,320,4095,stresli
29.3,98.0,29,4095,stresli
29.3,98.0,321,4095,stresli
29.3,98.0,22,4095,stresli
29.3,98.0,334,4095,stresli
29.3,98.0,16,4095,stresli
29.3,98.0,319,4095,stresli
29.3,98.0,18,4095,stresli
29.3,98.0,368,4095,stresli
29.3,98.0,16,4095,stresli
29.8,98.0,320,4095,stresli
29.8,98.0,21,4095,stresli
29.8,98.0,323,4095,stresli
29.8,98.0,19,4095,stresli
29.8,98.0,327,4095,stresli
29.8,98.0,10,4095,stresli
29.8,98.0,323,4095,stresli
29.8,98.0,22,4095,stresli
29.8,98.0,327,4095,stresli
29.8,98.0,16,4095,stresli
29.8,98.0,325,4095,stresli
29.8,98.0,26,4095,stresli
29.8,98.0,327,4095,stresli
29.8,98.0,27,4095,stresli
29.8,98.0,318,4095,stresli
29.8,98.0,18,4095,stresli
29.8,98.0,322,4095,stresli
29.8,98.0,35,4095,stresli
29.8,98.0,326,4095,stresli
29.8,98.0,3,4095,stresli
29.8,98.0,320,4095,stresli
29.8,98.0,22,4095,stresli
29.8,98.0,332,4095,stresli
29.8,98.0,25,4095,stresli
30.2,98.0,337,4095,stresli
30.2,98.0,24,4095,stresli
30.2,98.0,320,4095,stresli
30.2,98.0,14,4095,stresli
30.2,98.0,325,4095,stresli
30.2,98.0,21,4095,stresli
30.2,98.0,321,3638,stresli
30.2,98.0,11,3326,stresli
30.2,98.0,304,3008,stresli
30.2,98.0,0,2165,stresli
30.2,98.0,301,2507,stresli
30.2,98.0,0,2640,stresli
30.2,98.0,304,2531,stresli
30.2,98.0,0,2637,stresli
30.2,98.0,302,2474,stresli
30.2,98.0,0,2700,stresli
30.2,98.0,309,2846,stresli
30.2,98.0,0,2685,stresli
30.2,98.0,309,2967,stresli
30.2,98.0,0,2593,stresli
30.2,98.0,253,0,stresli
30.2,98.0,0,2559,stresli
30.2,98.0,284,1893,stresli
30.2,98.0,27,4095,stresli
30.2,98.0,315,3333,stresli
30.2,98.0,0,1837,stresli
30.2,98.0,306,2647,stresli
30.2,98.0,0,1855,stresli
30.2,98.0,283,2071,stresli
30.2,98.0,0,1857,stresli
30.2,98.0,302,2771,stresli
30.2,98.0,41,3216,stresli
30.2,98.0,314,3740,stresli
30.2,98.0,26,3984,stresli
30.2,98.0,314,3639,stresli
30.2,98.0,17,3632,stresli
30.7,98.0,318,4095,stresli
30.7,98.0,17,4095,stresli
30.8,98.0,325,4095,stresli
30.8,98.0,17,4095,stresli
30.8,98.0,329,4095,stresli
30.8,98.0,23,4095,stresli
30.8,98.0,331,4095,stresli
30.8,98.0,18,4095,stresli
30.8,98.0,284,2065,stresli
30.8,98.0,0,2215,stresli
30.8,98.0,328,4095,stresli
30.8,98.0,20,4095,stresli
30.8,98.0,326,4095,stresli
30.8,98.0,18,4095,stresli
30.8,98.0,327,4095,stresli
30.8,98.0,0,2681,stresli
30.8,98.0,305,2698,stresli
30.8,98.0,13,3671,stresli
30.8,98.0,261,2935,stresli
30.8,98.0,18,4095,stresli
30.8,98.0,304,3003,stresli
30.8,98.0,0,4095,stresli
30.8,98.0,320,4095,stresli
30.8,98.0,25,4095,stresli
30.8,98.0,321,4095,stresli
30.8,98.0,17,4095,stresli
30.8,98.0,322,4095,stresli
30.8,98.0,16,4095,stresli
30.8,98.0,330,4095,stresli
30.8,98.0,18,4095,stresli
30.8,98.0,321,4095,rahat
30.8,98.0,16,4095,rahat
30.8,98.0,329,4095,rahat
30.8,98.0,14,4095,rahat
30.8,98.0,329,4095,rahat
30.8,98.0,16,4095,rahat
30.8,98.0,323,4095,rahat
30.8,98.0,19,4095,rahat
30.8,98.0,320,4095,rahat
30.8,98.0,17,4095,rahat
30.8,98.0,307,4095,rahat
30.8,98.0,0,4095,rahat
30.8,98.0,317,4095,rahat
30.8,98.0,31,4095,rahat
30.8,98.0,329,4095,rahat
30.8,98.0,25,4095,rahat
30.8,98.0,320,4095,rahat
30.8,98.0,16,4095,rahat
30.8,98.0,325,4095,rahat
30.8,98.0,20,4095,rahat
30.8,98.0,319,4095,rahat
30.8,98.0,16,4095,rahat
30.8,98.0,331,4095,rahat
30.8,98.0,22,4095,rahat
30.8,98.0,324,4095,rahat
30.8,98.0,16,4095,rahat
30.8,98.0,330,4095,rahat
30.8,98.0,16,4095,rahat
30.8,98.0,320,4095,rahat
30.8,98.0,16,4095,rahat
30.8,98.0,321,4095,rahat
30.8,98.0,16,4095,rahat
30.8,98.0,327,4095,rahat
30.8,98.0,16,4095,rahat
30.8,98.0,333,4095,rahat
30.8,98.0,17,4095,rahat
30.8,98.0,330,4095,rahat
30.8,98.0,16,4095,rahat
30.8,98.0,327,4095,rahat
30.8,98.0,15,4095,rahat
30.8,98.0,330,4095,rahat
30.8,98.0,41,4095,rahat
30.8,98.0,336,4095,rahat
30.8,98.0,28,4095,rahat
31.2,98.0,314,4095,rahat
31.2,98.0,27,4095,rahat
31.3,98.0,342,4095,rahat
31.3,98.0,16,4095,rahat
31.3,98.0,322,4095,rahat
31.3,98.0,17,4095,rahat
31.3,98.0,320,4095,rahat
31.3,98.0,15,4095,rahat
31.3,98.0,326,4095,rahat
31.3,98.0,19,4095,rahat
31.3,98.0,325,4095,rahat
31.3,98.0,16,4095,rahat
31.3,98.0,328,4095,rahat
31.3,98.0,27,4095,rahat
31.3,98.0,320,4095,rahat
31.3,98.0,17,4095,rahat
31.3,98.0,323,4095,rahat
31.3,98.0,13,4095,rahat
31.3,98.0,321,4095,rahat
31.3,98.0,16,4095,rahat
31.3,98.0,321,4095,rahat
31.3,98.0,18,4095,rahat
31.3,98.0,329,4095,rahat
31.3,98.0,17,4095,rahat
31.3,98.0,329,4095,rahat
31.3,98.0,19,4095,rahat
31.3,98.0,325,4095,rahat
31.3,98.0,16,4095,rahat
31.3,98.0,331,4095,rahat
31.3,98.0,16,4095,rahat
31.3,98.0,322,4095,rahat
31.3,98.0,20,4095,rahat
31.3,98.0,326,4095,rahat
31.3,98.0,13,4095,rahat
31.3,98.0,319,4095,rahat
31.3,98.0,17,4095,rahat
31.3,98.0,321,4095,rahat
31.3,98.0,16,4095,rahat
31.3,98.0,325,4095,rahat
31.3,98.0,19,4095,rahat
31.3,98.0,330,4095,rahat
31.3,98.0,23,4095,rahat
31.3,98.0,320,4095,rahat
31.3,98.0,16,4095,rahat
31.3,98.0,329,4095,rahat
31.3,98.0,15,4095,rahat
31.3,98.0,327,4095,rahat
31.3,98.0,16,4095,rahat
31.3,98.0,332,4095,rahat
31.3,98.0,19,4095,rahat
31.3,98.0,320,4095,rahat
31.3,98.0,12,4095,rahat
31.3,98.0,329,4095,rahat
31.3,98.0,21,4095,rahat
31.3,98.0,322,4095,rahat
31.3,98.0,24,4095,rahat
31.3,98.0,324,4095,rahat
31.3,98.0,16,4095,rahat
31.3,98.0,327,4095,rahat
31.3,98.0,20,4095,rahat
31.3,98.0,325,4095,rahat
31.3,98.0,16,4095,rahat
31.3,98.0,321,4095,rahat
31.3,98.0,17,4095,rahat
31.3,98.0,324,4095,rahat
31.3,98.0,17,4095,rahat
31.3,98.0,325,4095,rahat
31.3,98.0,24,4095,rahat
31.3,98.0,331,4095,rahat
31.3,98.0,26,4095,rahat
31.3,98.0,326,4095,rahat
31.3,98.0,23,4095,rahat
31.3,98.0,330,4095,rahat
31.3,98.0,18,4095,rahat
31.3,98.0,327,4095,rahat
31.3,98.0,16,4095,rahat
30.2,88.0,210,2900,rahat
30.2,88.0,29,4094,rahat
29.8,86.0,320,4091,rahat
29.8,86.0,22,4095,rahat
29.8,84.0,309,4095,rahat
29.8,84.0,16,4095,rahat
29.8,84.0,310,4095,rahat
29.8,84.0,16,4095,rahat
29.8,83.0,321,4087,rahat
29.8,83.0,17,4095,rahat
29.8,83.0,306,3202,rahat
29.8,83.0,17,4093,rahat
29.8,83.0,272,2589,rahat
29.8,83.0,51,4093,rahat
29.8,84.0,292,4095,rahat
29.8,84.0,19,4095,rahat
29.8,84.0,295,2823,rahat
29.8,84.0,0,3047,rahat
29.8,84.0,308,4095,rahat
29.8,84.0,18,4095,rahat
29.8,84.0,315,4081,rahat
29.8,84.0,11,3295,rahat
29.8,84.0,307,3414,rahat
29.8,84.0,2,3504,rahat
29.8,84.0,299,3522,rahat
29.8,84.0,0,3179,rahat
29.8,84.0,314,4094,rahat
29.8,84.0,16,4094,rahat
29.8,84.0,347,4094,rahat
29.8,84.0,21,4095,rahat
29.8,85.0,315,4095,rahat
29.8,85.0,21,4095,rahat
29.8,85.0,309,4090,rahat
29.8,85.0,14,3376,rahat
29.8,85.0,313,3667,rahat
29.8,85.0,16,4095,rahat
29.8,86.0,313,4095,rahat
29.8,86.0,19,4095,rahat
29.8,86.0,305,4089,rahat
29.8,86.0,14,4095,rahat
29.8,87.0,304,4095,rahat
29.8,87.0,17,4095,rahat
29.8,87.0,307,4095,rahat
29.8,87.0,10,4095,rahat
29.8,87.0,307,4093,rahat
29.8,87.0,13,4093,rahat
29.8,87.0,304,4095,rahat
29.8,87.0,18,4095,rahat
29.7,87.0,319,4095,rahat
29.7,87.0,19,4090,rahat
29.4,88.0,319,4095,rahat
29.4,88.0,15,4095,rahat
29.3,88.0,309,4093,rahat
29.3,88.0,18,4095,rahat
29.3,88.0,313,4093,rahat
29.3,88.0,16,4095,rahat
29.3,88.0,318,4090,rahat
29.3,88.0,6,4095,rahat
29.3,88.0,315,4095,rahat
29.3,88.0,16,4095,rahat
29.3,88.0,304,4095,stresli
29.3,88.0,16,4095,stresli
28.9,80.0,316,4095,stresli
28.9,80.0,14,4095,stresli
28.9,81.0,314,4095,stresli
28.9,81.0,16,4095,stresli
28.9,83.0,314,3835,stresli
28.9,83.0,5,3297,stresli
29.0,84.0,311,4095,stresli
29.0,84.0,11,4095,stresli
29.3,85.0,304,4095,stresli
29.3,85.0,13,4095,stresli
29.3,86.0,316,4095,stresli
29.3,86.0,0,3054,stresli
29.3,87.0,290,3418,stresli
29.3,87.0,11,4095,stresli
29.3,88.0,317,3723,stresli
29.3,88.0,3,3615,stresli
29.3,88.0,309,3791,stresli
29.3,88.0,10,3524,stresli
29.3,88.0,310,3583,stresli
29.3,88.0,15,3555,stresli
29.3,89.0,307,3648,stresli
29.3,89.0,21,3699,stresli
29.3,89.0,311,4095,stresli
29.3,89.0,17,4095,stresli
29.3,90.0,299,4095,stresli
29.3,90.0,19,4095,stresli
29.3,90.0,307,4093,stresli
29.3,90.0,20,4095,stresli
29.3,91.0,310,4095,stresli
29.3,91.0,22,4095,stresli
29.3,91.0,301,4095,stresli
29.3,91.0,16,4095,stresli
29.3,91.0,313,4095,stresli
29.3,91.0,16,4095,stresli
29.3,92.0,307,4095,stresli
29.3,92.0,16,4095,stresli
29.3,92.0,305,4095,stresli
29.3,92.0,0,4095,stresli
29.3,92.0,316,4095,stresli
29.3,92.0,19,4095,stresli
29.4,92.0,320,4095,stresli
29.4,92.0,18,4095,stresli
29.7,92.0,323,4095,stresli
29.7,92.0,21,4095,stresli
29.8,92.0,320,4095,stresli
29.8,92.0,17,4095,stresli
29.8,92.0,325,4095,stresli
29.8,92.0,14,4095,stresli
29.7,93.0,325,4095,stresli
29.7,93.0,16,4095,stresli
29.6,93.0,320,4095,stresli
29.6,93.0,17,4095,stresli
29.4,93.0,323,4095,stresli
29.4,93.0,18,4095,stresli
29.4,93.0,321,4095,stresli
29.4,93.0,16,4095,stresli
29.4,94.0,315,4095,stresli
29.4,94.0,16,4095,stresli
26.7,74.0,229,2743,stresli
26.7,74.0,27,2767,stresli
26.7,74.0,278,2837,stresli
26.7,74.0,14,3069,stresli
26.7,76.0,273,2739,stresli
26.7,76.0,18,2828,stresli
26.7,77.0,266,2842,stresli
26.7,77.0,4,2817,stresli
26.7,80.0,272,2979,stresli
26.7,80.0,16,3161,stresli
26.7,81.0,272,3135,stresli
26.7,81.0,21,3245,stresli
27.1,83.0,272,3115,stresli
27.1,83.0,13,3099,stresli
27.1,85.0,299,3853,stresli
27.1,85.0,0,3021,stresli
27.1,86.0,284,3415,stresli
27.1,86.0,0,1792,stresli
27.1,88.0,259,2093,stresli
27.1,88.0,5,2301,stresli
27.1,89.0,259,2643,stresli
27.1,89.0,3,2417,stresli
27.1,90.0,265,2064,stresli
27.1,90.0,0,1682,stresli
27.6,91.0,293,3179,stresli
27.6,91.0,14,2834,stresli
27.6,92.0,286,3239,stresli
27.6,92.0,7,3031,stresli
27.6,92.0,271,2931,stresli
27.6,92.0,12,2974,stresli
27.6,93.0,272,2796,stresli
27.6,93.0,16,2864,stresli
27.6,93.0,267,2922,stresli
27.6,93.0,13,2915,stresli
27.6,93.0,272,2890,stresli
27.6,93.0,3,2880,stresli
28.0,93.0,274,2896,stresli
28.0,93.0,11,2887,stresli
28.0,93.0,272,2869,stresli
28.0,93.0,4,2890,stresli
28.0,93.0,277,2623,stresli
28.0,93.0,21,4095,stresli
28.0,94.0,294,3124,stresli
28.0,94.0,14,3058,stresli
28.0,94.0,287,3040,stresli
28.0,94.0,0,3165,stresli
28.0,95.0,283,3182,stresli
28.0,95.0,15,3138,stresli
28.0,95.0,285,3179,stresli
28.0,95.0,5,3231,stresli
28.0,95.0,279,3216,stresli
28.0,95.0,15,3210,stresli
28.0,95.0,278,3207,stresli
28.0,95.0,12,3244,stresli
28.5,95.0,294,3207,stresli
28.5,95.0,13,3222,stresli
28.5,95.0,287,3141,stresli
28.5,95.0,14,3152,stresli
28.5,95.0,299,3156,stresli
28.5,95.0,53,3120,stresli
27.6,73.0,240,3823,stresli
27.6,73.0,61,3643,stresli
27.6,73.0,291,3761,stresli
27.6,73.0,15,3777,stresli
27.6,75.0,306,3890,stresli
27.6,75.0,23,3968,stresli
27.6,77.0,303,4095,stresli
27.6,77.0,15,3849,stresli
27.6,80.0,304,3947,stresli
27.6,80.0,14,3456,stresli
27.6,81.0,299,3807,stresli
27.6,81.0,17,3819,stresli
28.0,83.0,303,3770,stresli
28.0,83.0,19,3939,stresli
28.0,84.0,313,4003,stresli
28.0,84.0,21,4094,stresli
28.0,87.0,301,4095,stresli
28.0,87.0,16,4095,stresli
28.0,88.0,311,4082,stresli
28.0,88.0,27,4095,stresli
28.5,89.0,304,4095,stresli
28.5,89.0,22,4095,stresli
28.5,90.0,309,4095,stresli
28.5,90.0,16,4095,stresli
28.5,92.0,304,4095,stresli
28.5,92.0,17,4084,stresli
28.5,92.0,302,4095,stresli
28.5,92.0,15,4095,stresli
28.9,92.0,304,4095,stresli
28.9,92.0,15,4095,stresli
28.9,93.0,308,4095,stresli
28.9,93.0,7,4082,stresli
28.9,93.0,303,4095,stresli
28.9,93.0,23,4095,stresli
28.9,94.0,306,4095,stresli
28.9,94.0,23,4095,stresli
28.9,94.0,304,4095,stresli
28.9,94.0,22,4095,stresli
28.9,95.0,315,4095,stresli
28.9,95.0,15,4095,stresli
29.3,95.0,307,4095,stresli
29.3,95.0,14,4091,stresli
29.3,95.0,299,4082,stresli
29.3,95.0,15,4074,stresli
29.3,95.0,303,4080,stresli
29.3,95.0,16,4095,stresli
29.3,95.0,302,4089,stresli
29.3,95.0,11,4095,stresli
29.3,95.0,300,4081,stresli
29.3,95.0,19,4082,stresli
29.3,95.0,295,4095,stresli
29.3,95.0,16,4095,stresli
29.3,96.0,315,4095,stresli
29.3,96.0,27,4095,stresli
29.8,96.0,318,4090,stresli
29.8,96.0,23,4093,stresli
29.8,96.0,307,4095,stresli
29.8,96.0,25,4095,stresli
29.8,96.0,312,4095,stresli
29.8,96.0,20,4095,stresli
27.1,73.0,225,4090,çok stresli
27.1,73.0,0,0,çok stresli
27.1,73.0,335,4094,çok stresli
27.1,73.0,162,4095,çok stresli
27.1,73.0,298,4095,çok stresli
27.1,73.0,34,3819,çok stresli
27.1,75.0,269,2917,çok stresli
27.1,75.0,16,3152,çok stresli
27.1,77.0,282,3453,çok stresli
27.1,77.0,38,4095,çok stresli
27.1,79.0,289,4095,çok stresli
27.1,79.0,27,4095,çok stresli
27.6,81.0,265,2476,çok stresli
27.6,81.0,112,2522,çok stresli
27.6,82.0,289,4095,çok stresli
27.6,82.0,7,2752,çok stresli
27.6,85.0,277,3325,çok stresli
27.6,85.0,0,945,çok stresli
28.0,85.0,221,1700,çok stresli
28.0,85.0,22,4095,çok stresli
28.0,87.0,291,4095,çok stresli
28.0,87.0,24,4095,çok stresli
28.0,88.0,295,4095,çok stresli
28.0,88.0,27,4095,çok stresli
28.0,89.0,282,4095,çok stresli
28.0,89.0,27,4095,çok stresli
28.5,90.0,292,4095,çok stresli
28.5,90.0,19,4095,çok stresli
28.5,91.0,291,4095,çok stresli
28.5,91.0,23,4095,çok stresli
28.5,92.0,287,4095,çok stresli
28.5,92.0,26,4095,çok stresli
28.9,92.0,291,4095,çok stresli
28.9,92.0,26,4095,çok stresli
28.9,92.0,297,4095,çok stresli
28.9,92.0,16,4095,çok stresli
28.9,92.0,295,4095,çok stresli
28.9,92.0,25,4095,çok stresli
28.9,93.0,288,3970,çok stresli
28.9,93.0,19,4095,çok stresli
28.9,93.0,299,4095,çok stresli
28.9,93.0,16,2909,çok stresli
29.3,93.0,267,2736,çok stresli
29.3,93.0,0,2682,çok stresli
29.3,94.0,272,2256,çok stresli
29.3,94.0,32,4095,çok stresli
29.3,94.0,287,4095,çok stresli
29.3,94.0,21,4095,çok stresli
29.3,94.0,286,3675,çok stresli
29.3,94.0,0,3888,çok stresli
29.3,95.0,293,4095,çok stresli
29.3,95.0,53,4095,çok stresli
29.3,95.0,261,2672,çok stresli
29.3,95.0,0,886,çok stresli
29.8,95.0,300,4080,çok stresli
29.8,95.0,19,4095,çok stresli
29.8,95.0,304,4095,çok stresli
29.8,95.0,21,4082,çok stresli
29.8,95.0,304,4085,çok stresli
29.8,95.0,23,4095,çok stresli
29.8,95.0,269,1749,çok stresli
29.8,95.0,0,2000,çok stresli
29.8,94.0,308,3955,çok stresli
29.8,94.0,0,2523,çok stresli
29.8,95.0,313,4095,çok stresli
29.8,95.0,23,4095,çok stresli
30.1,94.0,304,4095,çok stresli
30.1,94.0,17,4095,çok stresli
30.2,94.0,307,4095,çok stresli
30.2,94.0,18,4095,çok stresli
30.2,94.0,304,4095,çok stresli
30.2,94.0,18,4095,çok stresli
30.2,94.0,313,4095,çok stresli
30.2,94.0,22,4095,çok stresli
30.2,95.0,307,4089,çok stresli
30.2,95.0,28,4095,çok stresli
30.2,95.0,302,4095,çok stresli
30.2,95.0,18,4095,çok stresli
30.2,95.0,302,4095,çok stresli
30.2,95.0,36,4095,çok stresli
30.2,95.0,308,4095,çok stresli
30.2,95.0,18,4095,çok stresli
30.2,95.0,303,4095,çok stresli
30.2,95.0,25,4095,çok stresli
30.2,98.0,315,4095,çok stresli
30.2,98.0,19,4095,çok stresli
30.2,98.0,313,4095,çok stresli
30.2,98.0,14,4095,çok stresli
30.2,98.0,307,4079,çok stresli
30.2,98.0,16,4095,çok stresli
30.2,98.0,313,4095,çok stresli
30.2,98.0,22,4095,çok stresli
30.2,98.0,310,4095,çok stresli
30.2,98.0,16,4095,çok stresli
30.2,98.0,307,4095,çok stresli
30.2,98.0,20,4095,çok stresli
30.2,98.0,311,4095,çok stresli
30.2,98.0,16,4094,çok stresli
30.2,98.0,307,4095,çok stresli
30.2,98.0,18,4095,çok stresli
30.8,98.0,315,4095,çok stresli
30.8,98.0,19,4095,çok stresli
30.8,98.0,311,4095,çok stresli
30.8,98.0,22,4095,çok stresli
30.8,98.0,316,4095,çok stresli
30.8,98.0,19,4095,çok stresli
30.8,98.0,313,4095,çok stresli
30.8,98.0,17,4095,çok stresli
30.8,98.0,311,4080,çok stresli
30.8,98.0,18,4095,çok stresli
30.8,98.0,313,4095,çok stresli
30.8,98.0,17,4095,çok stresli
30.8,98.0,314,4095,çok stresli
30.8,98.0,18,4095,çok stresli
30.8,98.0,315,4095,çok stresli
30.8,98.0,21,4095,çok stresli
30.8,98.0,306,3839,çok stresli
30.8,98.0,16,3781,çok stresli
30.8,98.0,306,3792,çok stresli
30.8,98.0,16,3907,çok stresli
27.1,72.0,230,2025,çok stresli
27.1,72.0,0,3363,çok stresli
27.1,73.0,323,3890,çok stresli
27.1,73.0,42,4080,çok stresli
27.1,72.0,311,4021,çok stresli
27.1,72.0,16,4075,çok stresli
27.1,73.0,304,3888,çok stresli
27.1,73.0,16,3855,çok stresli
27.1,76.0,306,3915,çok stresli
27.1,76.0,9,3849,çok stresli
27.6,78.0,301,3938,çok stresli
27.6,78.0,0,2112,çok stresli
27.6,80.0,304,3981,çok stresli
27.6,80.0,23,4003,çok stresli
27.6,81.0,308,4082,çok stresli
27.6,81.0,13,4095,çok stresli
27.6,84.0,304,4080,çok stresli
27.6,84.0,11,4089,çok stresli
27.6,85.0,304,4081,çok stresli
27.6,85.0,12,4087,çok stresli
27.6,87.0,307,4083,çok stresli
27.6,87.0,19,4083,çok stresli
27.6,89.0,304,4046,çok stresli
27.6,89.0,7,4093,çok stresli
28.0,88.0,315,4081,çok stresli
28.0,88.0,13,4095,çok stresli
28.0,89.0,306,4089,çok stresli
28.0,89.0,16,4095,çok stresli
28.0,90.0,304,4095,çok stresli
28.0,90.0,19,4093,çok stresli
28.0,91.0,305,4095,çok stresli
28.0,91.0,16,4095,çok stresli
28.0,92.0,300,4095,çok stresli
28.0,92.0,16,4095,çok stresli
28.0,92.0,301,4095,çok stresli
28.0,92.0,16,4095,çok stresli
28.0,92.0,300,4095,çok stresli
28.0,92.0,16,4095,çok stresli
28.0,92.0,301,4095,çok stresli
28.0,92.0,20,4095,çok stresli
28.0,93.0,302,4083,çok stresli
28.0,93.0,16,4095,çok stresli
28.5,93.0,294,4095,çok stresli
28.5,93.0,14,4095,çok stresli
28.5,93.0,302,4091,çok stresli
28.5,93.0,16,4089,çok stresli
28.5,94.0,302,4095,çok stresli
28.5,94.0,17,4095,çok stresli
28.5,94.0,299,4095,çok stresli
28.5,94.0,16,4090,çok stresli
28.5,94.0,304,4093,çok stresli
28.5,94.0,16,4095,çok stresli
28.5,95.0,274,4086,çok stresli
28.5,95.0,16,4095,çok stresli
28.5,95.0,304,4083,çok stresli
28.5,95.0,11,4093,çok stresli
28.5,95.0,304,4095,çok stresli
28.5,95.0,17,4085,çok stresli
28.5,95.0,303,4095,çok stresli
28.5,95.0,16,4095,çok stresli
28.5,95.0,313,4089,çok stresli
28.5,95.0,19,4094,çok stresli
28.0,87.0,311,4082,çok stresli
28.0,87.0,16,4095,çok stresli
28.0,88.0,314,4075,çok stresli
28.0,88.0,21,4083,çok stresli
28.0,88.0,304,4095,çok stresli
28.0,88.0,13,4082,çok stresli
28.0,89.0,316,4090,çok stresli
28.0,89.0,18,4088,çok stresli
28.1,90.0,311,4087,çok stresli
28.1,90.0,0,2279,çok stresli
28.4,91.0,282,3669,çok stresli
28.4,91.0,1,3174,çok stresli
28.5,92.0,271,2616,çok stresli
28.5,92.0,0,2842,çok stresli
28.5,92.0,315,4095,çok stresli
28.5,92.0,16,4095,çok stresli
